,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
10,0.20176141,-0.88518333,-0.01820393,1.0490084,-0.8582695,0.09279082,2.773679,-0.48105678,-0.6375974,-0.69997543,0.8459435,-2.2295532,1.368627,0.06862393,-0.11753446,-1.6868012,0.020495689,0.14913261,-1.029583,-1.2963427,-0.53384787,1.749424,-0.567266,-1.4494817,0.22627945,0.3201854,-0.5466383,-1.1018709,0.5316367,-1.2671227,1.2925473,-0.20427471
11,0.09106471,-0.013258454,-1.191811,0.64944667,0.9869322,0.41375017,0.9449974,-0.22092734,1.0112823,-0.6133521,0.122043364,-1.6122442,-0.78933746,-1.5012972,0.075525045,0.114473134,-0.46219406,0.7265899,-0.91585004,2.1610837,0.18105601,0.96278805,-0.3892997,1.8852155,-0.66666406,1.1572603,-0.5572859,0.39005488,-2.722066,0.5733806,-1.2474746,0.36658093
12,-1.626787,0.39768618,0.6719884,-1.8438371,-1.9206156,-1.0746323,-0.34999338,-1.2929811,0.5418858,0.3304854,1.0835614,-1.4530205,-1.5675997,0.26920718,-0.21076359,0.6546173,0.8684747,0.7449366,2.4127166,-0.09414142,-0.6178575,0.8257357,-0.86624324,1.482657,0.67541575,1.6044736,1.5655402,0.022707377,-2.3948064,0.87279993,-1.7534424,-0.04322844
13,-1.2744101,-0.4494502,-0.5226511,-1.2417676,-0.77799296,0.5094312,1.7251383,-0.21805176,-0.2727304,0.87078863,0.282656,1.0554166,0.13689516,-2.3246999,0.16177592,-1.807505,1.881074,-0.5149239,-1.3071011,3.1804883,-0.31539276,-0.77710605,-0.34434095,-0.340544,-1.3085656,2.113268,0.8706568,-0.32757303,-1.1197618,-0.5183146,-0.9557087,0.14316435
14,-0.9612091,0.3253536,1.6552554,-0.4364914,-1.3646847,-0.6184833,-1.1610969,0.30833265,2.5902047,0.39755636,0.5495982,0.02667499,0.2918699,-0.6407285,-1.7008417,1.5654874,0.60587144,-1.6306388,-0.39591575,0.41122237,-0.2798101,2.297679,-1.1333952,-1.1368543,0.8927217,-2.0127978,-0.63984007,0.48870164,-0.25191143,-1.2444782,-0.3952785,-0.46373904
15,-0.20734203,-1.3002127,0.54224885,-1.4319558,-0.39254573,-1.0472014,0.30398616,1.5237138,1.0212592,0.78449553,-1.0449824,-1.7034009,-2.21182,-0.3160478,-1.3314642,3.358747,0.56682616,0.3665773,-0.61953515,-0.7336239,0.3990531,-0.67875606,0.13483359,1.0730274,-0.96010214,0.46027723,-1.0844748,-0.71236575,-2.377897,-1.3497736,0.039293762,0.8104543
16,1.4588873,-1.7322047,-0.38653523,-0.101586685,-1.2783686,-0.20817856,0.75286925,-0.19502527,0.8289954,0.26134694,1.0989479,-1.8584323,-1.0719324,-0.78367144,-0.49672338,0.66947776,2.1366534,-0.34051648,0.09160064,0.9635105,-0.5409435,0.11744403,-0.33479217,-0.45436954,-0.096257046,1.3721223,0.031974506,-0.6209372,-2.1286387,0.673334,-0.5918921,2.1021905
17,-1.8172016,-0.6557599,-1.1346099,-2.4162188,-0.50572336,-0.553947,0.011586635,-1.1915827,-1.2055496,0.7725776,1.6361629,-0.53218335,-0.6380839,1.2419766,-0.011187584,0.44225064,-0.41806087,-0.81214815,1.4305164,2.587523,0.82584333,1.2709974,-0.59459615,-1.4147118,-1.2288159,2.1498322,1.4031239,-1.2232056,-1.2124183,-1.1898469,-0.99378663,0.9502437
18,-0.035820488,1.1414322,-2.401719,-1.6577979,0.2715693,0.66320074,0.47975978,-0.59220356,-0.3478147,-1.0776285,-0.90414697,0.45946544,-2.0342402,0.485274,-0.49183032,-2.2875292,-1.556176,-1.4013916,2.0970814,-0.087204024,1.1403197,-0.12328729,-0.9875644,0.6153701,0.758366,2.0163927,-0.25656533,-0.6066071,-0.55823857,-0.6924322,-1.7256985,0.7150727
19,-1.6719083,-0.1867512,0.7900607,1.5178481,0.6244758,0.40911618,1.3497853,-1.0180676,0.8600016,-1.3500575,-1.0722692,-1.0001172,-0.85126305,-1.1347358,0.051390767,3.0572977,0.29380533,0.06402768,0.3308519,1.5696071,-0.07657639,0.035813846,0.30625415,1.0995182,0.5259493,1.1405706,-1.2009546,1.0232364,-2.3438795,1.3617902,0.18688819,1.4368874
20,-1.971509,0.64654356,1.6037956,-0.39482707,0.80161715,-0.72633183,0.21939163,-2.1934192,0.11528937,-0.30402336,-0.6784508,-0.08383614,-0.11078428,0.27714688,-0.5617589,2.2230296,2.0207744,1.2630197,-1.0649014,1.7076972,-1.9810876,-1.6307997,-0.66652656,-0.8640034,-1.6449196,-0.4557679,-0.011913598,0.47973913,-1.4865113,-1.0347822,-0.37007323,-0.071867704
21,0.15582922,-0.501616,0.20123039,-1.5131371,0.7382494,1.444445,0.65977114,0.9063465,-0.5083713,-2.0355287,0.062928304,1.0046715,1.4596429,0.98241913,0.8183563,-1.2073941,0.68900156,0.7557649,-0.94434845,-0.39308226,0.09386284,-0.5387676,0.8044976,0.973205,-0.26201272,1.230274,-1.2571881,0.69696546,-1.7769357,-1.4979608,0.13388032,0.47588268
22,-1.0014622,-0.2819656,0.49882397,-0.31766513,-1.1371102,-1.759089,0.2263936,-0.23726314,-1.4983053,0.790742,1.2588692,-0.07730596,-0.11501178,0.6727657,-1.3105912,-0.5233456,1.3876681,0.8345212,0.46842992,2.0130787,-0.021523645,-0.23330513,0.41673598,-1.1992948,-2.0644517,-0.8808296,-0.29560915,-2.4912987,-0.6475737,-0.84667146,-0.7211582,0.12500927
23,0.3063603,-0.5013835,1.5633292,-0.8341961,0.5353064,-0.27927285,0.4082386,0.19075376,-1.0868719,0.6907423,0.45991814,-0.31382233,-0.4923479,0.00476551,-0.47056526,1.7289737,0.08536744,0.18092501,-0.1746107,-1.8818637,0.0804454,0.7619975,-0.13234586,-0.027394027,-1.2225876,1.7404095,-0.48660347,-2.1604786,0.52371657,1.0390339,-1.5554339,1.9118677
24,-1.2916071,-0.7421446,1.6264749,-0.4021524,0.8021641,-0.018139474,0.14347303,0.14618233,-0.4911999,-0.8119328,-0.88665104,-0.23025355,-1.7823256,0.5509457,-0.18746644,2.383003,-0.6080849,-0.14137582,-1.1798891,0.717476,-2.175921,-0.75150746,0.15639932,0.81325495,0.74943835,-0.02287895,-0.01058403,-0.026010618,-2.169007,0.17640409,-0.36212415,0.5566082
25,0.15314409,-1.1173912,-0.6509624,0.91957694,-0.07042561,-0.060063004,0.15087998,-0.14634433,1.7340152,-0.76411605,1.3702158,-0.84588385,-1.3758492,0.1412332,-0.75823194,0.5959675,-0.29483214,-0.19809844,-0.18825163,0.16053511,1.1602117,-0.4718782,0.45593917,-0.15817168,0.79368746,-0.7225584,-0.26918864,1.7033981,0.4581314,0.13691977,0.03086434,-0.71698725
26,1.020232,-1.2159187,-0.7571081,0.72537833,-0.44128826,-1.2093632,-0.09703032,1.0410317,0.86953014,-0.24661244,-0.28123945,-2.9034748,-0.19176565,0.41041934,-0.91223717,0.31237373,-1.4354095,-0.30634847,0.14876598,-1.7434684,-0.60841864,-1.8233272,-1.1332006,1.66359,-0.40107366,0.19997045,-0.5255971,-0.3228996,1.6780074,-1.1233354,0.37737927,0.0047441665
27,0.78410476,1.2272669,0.32491523,0.14710286,0.2331594,-0.7950648,1.2659245,0.2070636,-0.59462833,-0.27390346,0.52564484,0.6097394,0.8728975,-1.6897619,0.02193497,-0.20504649,-1.1459644,0.684883,0.17033741,0.41815215,-0.62631977,-1.3077395,0.9900316,0.7371334,0.5203784,0.23423535,-0.5167574,0.17384821,-0.73878425,-0.48965174,-1.2887763,0.32639474
28,-0.11349221,0.0030614892,0.6896126,-2.157416,0.17230614,-0.7710398,0.891978,-0.41112393,0.78143346,-1.1462643,-0.58558154,-0.6736779,-2.6711648,-0.41265965,-0.30868635,-0.3113707,0.42987418,-0.03892282,0.5411057,-1.6646106,-2.0710092,-2.3484724,0.104970604,0.15841934,0.4392494,-1.5418127,0.23709929,0.5132348,-1.9235802,1.315282,0.1577652,0.4720241
29,1.3473035,0.32837868,0.5351353,1.6679809,1.4259905,2.3274996,0.2395029,-0.813003,-1.8666269,0.22779837,0.55336344,1.058285,0.35479993,-1.255736,-0.1587171,0.033594865,-0.59330726,-0.7329222,-1.8276763,-0.0484455,0.6558377,0.6057009,-0.1597889,2.3115685,1.0922389,-1.2005104,0.14978558,-1.7267177,-1.0810674,0.23282805,1.9022944,0.8907898
30,0.25489062,-0.6281999,-0.92150474,-1.9642528,0.56645316,0.2929184,0.67622006,0.95261085,-0.8464675,-0.59065336,1.5205239,-1.1575563,-1.4914778,0.30162862,0.122164145,0.45332876,0.40036812,-0.6864725,-0.8917684,0.78435314,1.3500594,1.9447333,-0.92626977,1.1505815,-0.9449833,0.30868167,1.888958,-0.54525226,-2.9283311,0.56377524,-1.2398951,0.7230824
31,-0.23011465,0.56043446,-0.16688308,-1.0210332,1.1396912,0.22014686,0.8005958,-1.9185705,0.9589205,-0.15264149,1.4376614,-0.49998206,-0.91184884,-0.87163407,-1.4232056,1.0200868,1.6074802,0.82234305,0.51373017,1.7783891,-0.35184777,-0.1306873,-1.77972,-0.10580918,-1.9980414,1.9183714,1.2151418,-0.03393595,-1.7226121,1.2850887,-0.54884106,0.9994885
32,-0.71216214,-0.06658691,0.6465932,0.9121852,-1.0665015,-1.095732,1.7774245,-0.7525664,1.1442934,1.8379233,0.29745892,-1.5805604,-1.8865967,-2.6332881,-1.1152208,-0.042852923,1.7698,-0.7474328,-2.3633807,2.4481125,-1.0496265,0.23901412,-0.7939929,-1.2968727,-1.860883,0.510565,1.1830621,0.050077703,-0.3366249,-0.16662626,-1.6854516,0.81138563
33,0.59602857,1.0538508,0.31428882,-1.5423844,0.8433687,-1.9188926,-0.87343025,0.45154852,0.8249792,-0.11818607,0.64357007,-0.17625238,-1.3429965,0.47964776,0.20008633,-0.3545535,-0.7959636,0.16029395,-0.1683214,0.010360652,0.4212886,0.1378445,1.2214653,0.57685393,0.98976326,0.4429723,0.22442281,-0.49200866,0.8528882,-0.19960459,1.93783,-0.15724786
34,-0.57215875,0.20836724,1.0401617,0.9651303,0.08779408,-1.124972,0.148227,-0.30801728,0.16719517,1.1004957,0.5143865,0.2929223,-0.59204394,-1.3568813,-1.119844,-0.49990126,0.36321488,2.199992,0.36322072,0.61304337,-1.2044598,0.92770606,0.09015208,1.4241352,-1.0280505,0.2024538,0.41378596,-0.3330265,0.07452971,1.2075044,-1.6518958,-2.0899146
35,-0.17880715,-0.31703222,-0.5717427,-0.43921548,-1.1180648,0.0016545524,-0.21872015,-0.76259273,-2.616207,-0.5340812,0.19465388,0.4013947,-0.50997114,2.694092,-1.1479874,1.2011532,0.67521447,-1.1382736,-1.1899016,1.6478844,0.47505808,0.3211243,0.13202707,0.53077245,0.84402305,2.8262792,-1.8315517,-0.6643411,-0.6300118,0.9715853,0.21693693,1.0391699
36,-1.2553543,-3.135444,-0.3963594,0.5898975,-0.1559038,-0.40673432,0.68525255,0.074715264,0.55047977,-0.21411432,-0.2670557,-0.114950456,-0.73001146,1.1300899,0.4377963,1.0924495,-0.87172854,0.98254526,0.03244258,-0.5902811,1.518183,1.7347172,-1.9286594,-0.76848686,1.4987125,-2.305241,0.3271664,-1.3269372,-3.0874977,0.044827245,-1.5948302,1.395617
37,0.62015605,-0.37631407,1.1911885,-0.97792524,0.19688115,-0.19520234,-0.42045206,-0.051160093,-2.1646836,2.2417066,-1.0925918,1.2948427,0.59369725,-0.9500946,-0.04564321,-0.65242416,-0.13995476,1.1243619,-1.1502365,-0.24102774,1.4979815,-1.2482191,-0.7749561,0.58651006,-1.4605021,3.0862012,0.1901958,0.06289949,-2.127443,-0.17487599,-0.83148265,0.38058442
38,0.46650878,-0.6867825,0.15429483,-0.7934586,0.42729363,0.5615664,0.13553406,-1.9657853,-1.9521707,1.5974004,1.3480496,0.39032286,-1.7267336,1.1297021,-0.5569067,2.6952639,-1.8738221,0.3351497,-1.4642328,0.14189455,-1.295076,-1.089654,0.29316664,0.41783994,-0.85393167,1.1017882,0.046754926,-0.55903494,-1.2224419,0.65872204,-0.2899579,0.5771015
39,-2.3934553,0.2042459,0.831406,-0.117380865,-0.18949836,0.6803047,0.4550274,-0.7412672,-0.9045158,0.72585106,-0.7910528,0.08532773,-1.6785885,-0.07765328,-0.9371828,0.40973452,0.14732435,-0.6530402,2.2154255,2.056104,-0.33951905,-0.044235256,-0.6729077,0.5360234,0.8505469,0.77760357,-0.1468838,-0.16863164,-0.78318876,-0.3334102,0.29037586,-0.31563658
40,-1.809453,-0.24087094,-0.42505792,-1.1241714,-1.0163519,-1.0038725,0.5593485,0.45539844,-0.015412372,-0.38962218,0.19799411,-1.4287963,0.98523664,1.5496491,-1.3092878,1.6511745,0.10128287,0.20619315,1.5311751,1.0845394,-0.5996083,0.84408516,-1.2968384,1.4498707,-0.40284866,0.8574593,2.4812853,0.12198454,-0.19528547,-0.06293853,0.94146705,0.010517938
41,0.68547505,0.11682083,-1.4074173,0.40027782,-0.87273526,1.5152537,1.0015483,-0.01686718,0.46232632,-1.394547,0.91808337,-1.3382032,1.4057107,-0.28471962,-1.4273286,0.20326239,-0.70640266,0.45670146,0.42699316,0.35215887,-0.8064972,-0.88077617,-1.5852997,1.6297303,-1.6633042,0.021836948,0.8283534,0.015936695,0.65078914,-0.11445909,-0.05721249,-1.5391369
42,0.8879417,-0.6982732,-0.038646042,1.2621124,-0.4242223,-0.019775841,-0.46297222,-0.6014615,0.50741446,0.678285,0.054193284,-0.08376805,-0.0075531374,0.6583264,-0.20957455,0.123229615,-1.1214876,1.824629,-0.7310156,-1.1463405,-0.15528113,-0.769618,-1.7122191,-1.3281661,1.6612242,-2.1723456,-0.3693417,-0.68223685,-0.4376763,0.107310444,-1.719131,-0.80291903
43,-1.7726196,-0.30267543,-0.36144567,0.9274434,0.5508694,1.3790667,0.98135835,0.19656558,0.36796895,-0.47710645,-0.28605103,1.0942943,-1.7930895,1.2800778,0.4305469,0.4217016,0.0009942057,-1.2352664,-0.27218693,0.37911323,0.60026854,-1.4681067,-0.24288468,-0.46407545,-0.03473066,-1.8265092,-0.36273846,-1.0061836,0.49985737,0.9541254,-1.7611566,-1.7545253
44,1.1047823,0.3700055,-2.178817,0.5897315,-0.47030547,-1.0825828,-0.43811205,-1.2174591,-1.2993876,1.4693896,1.7273984,0.9252904,0.41801238,-0.7141099,-0.62387985,-0.055809535,-0.10274892,-0.91282564,0.13637647,1.2707756,0.8074529,1.8144572,0.8943841,0.028043063,-0.5502981,1.7836968,-0.41880992,-1.8639002,-1.2713393,0.9775071,0.37116078,0.8558314
45,-0.0010738026,-1.088069,-0.3274898,-0.8187801,0.4994874,-0.31247213,0.1615606,0.11573221,-0.14175178,-2.906462,0.9563355,0.20978248,-1.7928067,-1.5900367,-0.059931032,0.318821,1.500343,-0.628661,-1.7505652,1.5798905,-0.94735503,-0.37522796,-1.4731297,-0.81404924,0.50808495,2.457164,0.5272534,-0.6553987,-0.8771279,0.7195054,-0.95019555,0.422179
46,0.34547347,-0.7998375,0.09128348,0.16772231,-1.520757,-0.08430095,1.272933,-1.8979456,1.7034581,-0.5293681,1.186507,-1.2313116,0.57104963,-0.27377784,0.7234917,0.06931033,1.2934475,1.0289276,0.21952228,0.43667898,0.079430416,0.98175806,1.1793859,0.33812833,0.8494146,2.5988445,-1.3569751,-0.2886555,-1.3357842,0.28555846,-2.298251,1.8329649
47,-0.9334047,0.64302456,1.1979682,-1.8068727,0.06164416,-2.016825,2.5621195,0.44426382,-1.0300515,1.7937853,-0.6794181,-0.010050164,-2.554331,0.36311105,-0.15929756,0.34761256,1.0486972,0.9663439,-0.75924283,1.1242431,-0.31967187,1.5066575,-0.06917971,1.0405573,-1.0255649,0.64631724,1.5508858,-0.26561558,-1.6368179,1.0139002,-0.0868355,0.04376446
48,-0.6454033,-0.047708213,0.3767318,-0.57188493,-2.3536434,-0.09702113,1.1919637,-0.17634477,0.17913622,0.40897536,-0.37294495,1.4710965,2.8641531,0.39402196,-0.41114762,-1.191558,-0.32172278,1.9767355,-0.9059416,0.5882632,1.6203216,-0.27225488,-1.1837683,-0.56558496,-0.8905643,-0.20231876,0.63023484,0.79567194,-0.1326812,1.2396868,-1.8329974,1.7305212
49,-0.54139847,0.94709677,-0.059642717,0.5009184,-0.8116965,0.10659414,-0.15483823,0.38513166,0.979676,-0.30413103,-0.93607634,-1.1139028,-0.5416309,0.47416714,-0.39908546,1.7620758,-1.5461667,1.1979201,0.5515511,-0.08465835,0.8778431,0.019006398,1.0056016,1.2572374,1.5771981,2.0295172,-0.592205,-0.39042673,-0.89100903,-0.4581461,-1.9331703,0.15494438
50,-0.79474044,-0.47813755,2.2291236,-0.93634015,-0.47029996,-0.8871413,-0.3723215,-2.212373,-1.0275164,0.7875025,0.877501,-0.45651975,-1.137757,0.2867221,-2.2741358,-0.69078803,-0.44316015,0.7421089,-0.7407922,0.6901349,-1.545665,-0.3277334,0.9031907,-1.5405605,-0.09402164,0.8070491,0.24463402,-0.39085248,0.18700607,0.3560907,-0.7799709,-0.0827892
51,-0.6912685,-0.7337725,-0.4206028,0.5175464,1.0710664,-0.03867147,-0.034154315,-1.422319,-0.4431382,0.009452514,0.08995034,-0.7989781,-1.7647239,-0.13048035,0.19141889,-0.07821241,0.58592534,-0.71728164,-0.57650965,0.20322777,-0.9255374,-0.26014635,0.8996371,-1.294341,0.3929522,0.36183327,-0.13576184,-1.5201787,0.57112944,-1.6325011,-1.283313,-0.3270845
52,0.67778206,1.7483094,0.7580268,-0.6424923,1.3172166,0.7811707,1.0264634,0.39541203,0.9338422,0.26421905,1.4014502,-0.7687764,-1.0034027,1.170975,0.13152802,-0.053702015,-0.77405334,0.22306544,0.20673862,-0.84330004,0.79212403,-1.7996535,1.1720045,0.65068865,-0.36178306,-0.10688541,0.24338922,-0.39133793,-0.44417113,-0.042253215,0.17406003,0.24058744
53,-0.9468823,0.1289757,0.4962985,0.7790634,-1.1164386,0.9396031,0.16913275,0.7223821,0.5117361,-0.9830581,1.3971542,-0.50361603,-1.0575975,0.76589656,-0.11084799,-0.025269333,-0.9522082,-1.261878,0.08170644,-0.42470536,0.14919585,-0.8467876,0.72537047,-0.15029675,0.0041712285,-0.08330133,0.46095815,0.26600522,-0.21244702,1.7043184,-1.3147848,-0.21191354
54,0.6714064,0.8123413,-0.34849462,0.6344815,0.21490271,0.96198416,-0.022164216,0.16170369,0.55417967,-0.041310966,-1.3223227,-0.13458139,0.2998091,0.034852736,-0.21005097,-0.19759572,0.15757398,-0.18980783,0.7385328,0.15873088,-0.26923132,-0.1464423,1.4168636,-0.62282795,-0.54382545,0.032269128,-0.36729738,0.14139341,0.9593454,0.8389296,-1.1763648,-0.17784388
55,0.40089485,0.47543705,0.67571735,0.57577604,-0.2898229,-0.021248596,0.6701056,-0.10448698,0.47560212,0.32198676,-0.8489305,-0.25261372,-1.037653,0.57176197,0.29127207,0.22612661,-0.63904935,0.05252764,-0.37232304,-0.8819065,0.46544784,-1.1920651,-2.0192776,0.038032334,0.5503463,-0.635452,0.060967494,-1.6152805,0.23867652,1.8262819,-1.7444651,-0.6581899
56,0.25397342,0.6707052,0.9557405,1.3915243,-0.7533122,-1.5919096,-0.10319631,0.33254153,0.19438078,-1.0273834,-0.41708973,-0.8018194,-0.0049397806,0.8996281,0.2723157,0.029622337,-0.59289503,-0.65381014,0.25549436,0.1949358,-0.441342,-1.9180282,-0.19891816,0.45313588,0.7166902,0.6903284,-0.46490857,-0.17271991,-0.98185354,1.2197454,-1.5729932,-0.50284666
57,-0.7699573,0.6148715,0.014394866,1.5529485,1.747634,1.1357274,1.2448485,0.083355196,-0.7489272,0.79339266,0.47930947,-1.0308743,-3.101879,-0.7181244,-0.9834817,0.42449507,0.24957278,1.3979334,-2.3321211,-0.044619694,-1.3917567,0.2874856,1.201847,-0.6187645,0.10342013,-0.34589046,-0.75609314,-0.3308893,-0.16051745,0.6945406,-0.066221446,0.34470454
58,0.27000967,-0.03936997,0.25267363,0.050125096,-0.765736,-0.19253108,-0.19666924,-0.9478357,1.3300489,1.0601933,1.9020289,0.2360143,0.56770414,1.6585871,-0.32041955,-0.64968073,0.3707011,0.2800896,0.8330563,-1.2582983,-0.5785256,0.86789405,-0.767519,1.342032,0.5986747,0.2644412,1.0009676,0.8419066,1.9979178,-0.8661422,-0.91237915,0.61335856
59,-1.841527,0.61792964,0.20598552,-0.88443136,0.28208438,0.40606847,2.8005261,-0.3929749,-0.80172783,-0.3944802,0.4225195,1.1156367,-2.2518513,0.3762183,-0.5231461,0.29396912,-1.5601909,1.0781641,-1.0814553,0.28942713,-0.8706955,-0.4295778,1.4415877,2.2873828,0.087281264,0.25177568,0.21257608,0.93113774,-0.76073515,-1.8033662,-1.436375,-0.39913595
60,0.0922704,0.43072647,1.9907902,-0.5908727,-1.2830172,1.3063145,1.3751446,-0.33567548,-1.0947766,-0.9018359,0.26298302,1.4008771,-0.6999726,-0.4163785,-1.0303698,1.3794782,0.1796662,-0.113749884,-1.511717,0.04713212,-0.7593951,0.39782444,1.2050716,0.28845817,0.92743963,2.0514045,-0.18217954,-0.34990188,0.1843842,-0.42487553,-0.59510934,-0.0973044
61,-0.11494879,1.0815517,-0.1521855,0.36588675,-2.3196275,-0.5768845,0.9081462,-2.2898934,0.66729945,0.15700804,-0.71451426,-0.11656495,0.28079098,0.76707137,-1.3620664,1.3100276,-1.1425912,1.124421,0.82312226,2.3539336,0.2608445,-0.38017118,0.07537772,-0.28857973,-1.2724222,1.63207,1.3367445,1.8343195,-0.6898092,-1.2119542,-1.1858354,-0.021431025
62,1.5291504,-0.8862451,0.7719373,0.48771766,1.8732616,0.85049456,-1.0326909,0.9399397,0.44236103,-1.0708247,0.4852433,-0.9621962,0.70090926,-1.5016412,0.047670692,-1.0175962,-0.7254861,0.57783633,-0.8446995,-1.685919,-0.5520913,-2.57546,1.4832666,-0.07590427,0.5059364,0.439009,1.104839,-0.21250312,-3.4111688,-0.90307564,-0.014598203,-0.068017356
63,-1.7336774,0.637717,0.99876726,-0.82023853,-0.36197978,-1.1599402,1.300707,-0.88644415,-1.2737306,-0.8052046,3.0693655,1.0088229,-1.3235224,1.3149791,-1.4176023,0.6522099,0.99501145,1.0157384,1.1016244,-0.38034934,1.606657,1.1378858,0.026174122,-2.0391605,-0.99608374,0.77006507,-0.3012888,-1.1530659,-0.46349543,1.0082988,0.41299206,0.8813982
64,-0.70764774,-0.96677023,0.7955744,-1.1554495,-0.65163326,0.2934292,0.57747746,-1.1115718,0.112122975,0.06599223,-0.48439097,-1.8860356,-2.82195,-3.092775,-1.1398995,0.42371666,0.414423,0.30518806,-0.24790141,-0.8548266,-0.6162811,0.34652042,0.3162912,0.8624657,-0.48945478,-0.829199,-0.166692,-0.7050952,-1.7388341,-0.09662778,-1.2406276,0.09173665
65,-0.6724669,0.9421909,0.33521095,1.3737286,0.67243624,-2.5789595,-0.3633608,1.2080523,-0.6387086,1.5897398,-0.6971587,-1.7331026,1.3014417,-0.74709755,-1.7456768,-0.78104144,1.6243982,1.049404,0.015762918,0.22880608,-1.5701971,1.3795266,-2.2096384,-1.9955218,-2.008395,-0.2670728,-0.11995738,1.1934797,-0.19240713,-0.13162947,-0.675585,1.1105586
